"st","year","month","rain","press","RH","temp","wind"
4617,2012,1,2.00936228611066,1012.00603981123,87.9322725055083,28.1346351802474,22.5866572974676
4617,2012,2,0.427580178782942,1012.4689293698,88.4959742779915,30.1407678806251,23.6885233150454
4617,2012,3,0.711928574331651,1012.03830762309,85.6201070709614,31.4943519144085,25.5375368206325
4617,2012,4,3.03375714988906,1010.48173657991,90.0783612180976,32.5739244203632,26.2839077918525
4617,2012,5,7.90502862566569,1007.03510701544,92.2206252877052,32.3328099904099,26.9281045341253
4617,2012,6,3.4021333286347,1005.81399719442,88.990837993107,31.8051002228466,27.6293311976904
4617,2012,7,4.42812423469445,1006.32553862539,90.768599636966,31.3358463530458,26.8180404888995
4617,2012,8,8.7419575466629,1007.01199044933,91.8192460405089,30.7755718055337,26.8990306514634
4617,2012,9,6.99051443417944,1009.62181998119,94.7450070146689,30.6345514686699,26.8198491320255
4617,2012,10,1.78581697560613,1012.59778644858,92.1066946797654,31.1253680776482,25.8314132631926
4617,2012,11,0.5520625513528,1012.72483724459,91.478426880469,31.2508089804277,25.3238615981002
4617,2012,12,0.111712087593031,1013.99739147079,88.6433966284083,30.3053929452334,23.6223642453409
4617,2013,1,0.226857634669946,1016.30012274502,86.6639136410177,28.3664367575118,21.8154720897586
4617,2013,2,0.0338181652607975,1013.97961021285,83.4661125721702,31.7028599251869,24.320392924106
4617,2013,3,0.869263017788729,1012.290108504,82.9393228603844,33.7568148992737,26.3143491562416
4617,2013,4,1.40319104336912,1009.89116102172,83.7530152225833,34.3813910102128,27.5183905581712
4617,2013,5,5.12095548716032,1008.80951621821,90.2392004162079,33.3044106011928,27.4227789809053
4617,2013,6,5.10040207318435,1006.74888271791,91.8584132472181,31.8687827216488,27.2596369786979
4617,2013,7,10.2154745887946,1006.7941162938,93.9752353565915,31.0119521795358,27.0165926704805
4617,2013,8,5.16087078534453,1007.33891649061,93.8676122068077,30.6339317657057,30.7548231800356
4617,2013,9,10.3402287359954,1008.97345956675,96.5684477337468,29.9826484923369,30.5750180477299
4617,2013,10,1.94264303789163,1013.26043746347,92.3250629344639,30.0523416291184,29.5296597018805
4617,2013,11,0.149551212936189,1014.20789749613,90.2965074554178,29.9662561376477,28.737850513981
4617,2013,12,0.446170907506284,1017.29490725417,89.9006293717835,25.5163126566555,22.914318930566
4617,2014,1,0.0106202270088902,1018.77309978623,88.312547741339,26.6026962534427,22.3586231665149
4617,2014,2,0.391889803128745,1014.10060793402,87.9546988619246,29.700780467888,27.1954146219775
4617,2014,3,0.824901076290703,1013.19777532749,86.5484892394391,33.2200201855096,27.209345549884
4617,2014,4,3.36207702979232,1011.25990851199,89.0115835164124,33.7447351815242,32.6142300270565
4617,2014,5,4.23047890910192,1009.61286895301,90.6586966969723,33.6704870662762,32.4302971993605
4617,2014,6,7.414738954368,1006.40062474832,93.6547289900828,32.4287645017649,32.8401025464637
4617,2014,7,9.51531437437349,1006.96870823306,94.608911680753,30.8751900381422,31.4656876228726
4617,2014,8,7.44914736112047,1008.88610041448,94.6695107791475,30.9633351953528,36.0079852797979
4617,2014,9,8.22265229422634,1009.78200219488,96.4682939610383,30.8047828511267,35.1865072040428
4617,2014,10,2.36353648207217,1013.44615389068,94.297355291228,30.842536550249,30.6446855091256
4617,2014,11,0.934121145420171,1014.25033155763,93.5292871354251,30.5411644291882,34.0354907291077
4617,2014,12,0.0228527473754059,1017.3167706923,87.3275900725106,27.9013388488103,26.1891694098318
4617,2015,1,0.0790937032910034,1017.74856676955,85.7086010701003,27.3874115594928,27.4544511570007
4617,2015,2,2.22752665225923,1016.00292116134,89.011559948103,29.7586713319994,32.2478026051385
4617,2015,3,0.611904249533791,1013.96583154056,87.6973073159939,32.3143707829041,27.3072072040477
4617,2015,4,3.21351657438071,1012.04748541153,83.7659092617785,33.7586336291307,36.6863039179524
4617,2015,5,2.08122751982683,1009.06688951877,88.2537102494039,34.4056167469844,33.2313974802254
4617,2015,6,3.35178931183974,1008.09942225688,90.6399574176316,33.2720798334544,37.6169002667634
4617,2015,7,8.79454770766322,1007.62994493905,92.2831528088935,31.0353437375837,32.7034808843866
4617,2015,8,8.39716276152641,1008.32027987898,95.3234067821447,31.1122514390124,34.7169697878293
4617,2015,9,5.47384326878628,1010.10718755314,96.4208302255333,30.6320697614466,35.1838150548487
4617,2015,10,4.9958769991277,1013.97537785535,95.0621901118271,29.8609104560355,29.9686206174766
4617,2015,11,1.16019019570868,1014.29627848724,93.171935511178,30.6523304479513,33.637688351271
4617,2015,12,0.0434150353304529,1016.79204824332,89.1325020673616,29.3472332232799,27.8747706644542
4617,2016,1,0.850356794837475,1016.49374192258,91.2273776601047,28.4288288212282,21.998619107661
4617,2016,2,0.06406862232686,1018.70789794245,84.0989481684304,27.9857842744947,28.7431688527884
4617,2016,3,0.676262605863155,1013.69376271323,80.4801948348967,32.70530210782,25.6355550893776
4617,2016,4,3.65861703253487,1009.75440757422,80.0358342080309,35.5457252133258,28.4964746074123
4617,2016,5,5.93228343037732,1009.09294576707,90.26525022035,33.4256913781173,32.6351486122949
4617,2016,6,9.53050543656587,1008.56869386271,93.0946717722569,31.7412327563842,27.3263313397039
4617,2016,7,6.90915522354492,1008.1963577687,95.2903061223148,30.8600969994388,26.8446382260028
4617,2016,8,6.06355337098297,1006.10393658384,93.3908637542632,31.1570938224397,26.9117346149507
4617,2016,9,11.7156267561848,1008.60528267011,96.3643556716386,30.056357582972,30.4274293469587
4617,2016,10,3.07483835117357,1010.10237172021,95.429544347507,30.5906823271892,26.5804554906171
4617,2016,11,0.991310026967726,1013.70040237959,92.4229566005858,29.9292988229734,24.4561133316783
4617,2016,12,0.0539735406221764,1015.59746487019,88.939599102,28.2449515654377,22.2842258211541
4617,2017,1,0.0583066311024341,1015.3429781699,86.3475401786482,29.0517960917923,23.1925445987802
4617,2017,2,0.115276945778308,1016.28390598195,85.6972134308847,29.4355915049716,21.8398583206356
4617,2017,3,3.63889863887186,1012.79655784508,90.0416256814146,31.4131759688117,25.7013666008853
4617,2017,4,0.998979834549124,1011.68961380786,88.5340956358416,32.9165692883896,27.3571161912582
4617,2017,5,9.91344437402468,1009.72190936337,93.472627966865,31.8696462151417,27.0330467468438
4617,2017,6,6.60143956341789,1007.92062586649,93.9865363645804,31.6096201436067,26.9246241833321
4617,2017,7,14.4927012578805,1007.26204310577,95.8323018159347,30.26133901446,26.088096363143
4617,2017,8,7.53031319422571,1007.74174640408,95.1206062081483,31.1089032131819,27.2083835376824
4617,2017,9,7.61168957672902,1009.65392889595,96.2320982526447,31.2333295547715,31.6589075303701
4617,2017,10,6.12398529752415,1011.89292344517,93.1135276180886,30.2664023516749,25.4452993169991
4617,2017,11,0.0926785621292155,1013.34089655827,87.2571307169902,29.6933583967481,23.9682260828247
4617,2017,12,0.199340973410685,1016.68320473692,88.0406665383522,27.478014345784,22.7951674724424
4617,2018,1,0.0575232359168302,1014.05914874913,89.0253366484506,28.676169877013,26.7752012737327
4617,2018,2,0.749110972821711,1016.04143098869,86.3579051939087,28.4690955145276,25.7318193485866
4617,2018,3,1.20039007459988,1012.8715852995,88.2145672927435,31.0266339550186,25.6671476510187
4617,2018,4,3.13490784145181,1011.86812942088,89.7955431843187,32.0410438125648,26.5534644683406
4617,2018,5,6.02858515390733,1010.54888095945,94.596686631339,32.2806516391698,26.8239097003395
4617,2018,6,6.28242462774135,1007.37359259257,92.6646921612448,31.8589287416074,26.740139766639
4617,2018,7,10.9091071727812,1005.06127886368,94.1158751511802,30.2611221281846,26.2796064393521
4617,2018,8,6.53901153341923,1005.94629912443,94.1027008493547,30.0369653490039,26.9010072682247
4617,2018,9,4.73976053838892,1009.77711385907,95.6559214916349,31.4101961848576,31.074689762694
4617,2018,10,0.887437414855932,1013.6406188032,92.6168956167184,31.4150347970463,26.1600514499123
4617,2018,11,0.254469183169387,1014.42279856223,92.0533050518424,30.6200574454921,25.3487830799108
4617,2018,12,0.137526452669304,1015.36776923183,89.9641154703075,29.8553190643367,24.5570420602061
4617,2019,1,0.00225724699197838,1016.79501876082,85.5632531445853,29.3482667974711,27.1086286133601
4617,2019,2,0.445636147913366,1014.19293221,88.0975634105818,32.3397684993055,30.2295884722339
4617,2019,3,1.39988374439914,1011.9506104924,85.2241164044248,33.8865669794746,28.8641943805236
4617,2019,4,1.86583697110393,1010.27491832246,87.6066455554507,34.8928792613681,33.3062123414157
4617,2019,5,5.32207209681081,1008.74689944219,92.2771925509297,33.2030269845507,28.4223159420376
4617,2019,6,1.79657428066383,1007.39832905457,90.422791734277,33.1519663154018,33.4862989755544
4617,2019,7,5.6378404389468,1006.98103391924,90.4296383324267,32.3692024874134,27.9154142515835
4617,2019,8,16.9427318111823,1006.21046135554,94.8202366784394,30.6367443908144,31.9697280162708
4617,2019,9,9.46967556964797,1010.86169654306,93.9113340862243,30.4573838822352,30.3981394205054
4617,2019,10,1.01687983086333,1012.83825849583,91.5808050918022,30.9030673142339,25.6252675620959
4617,2019,11,0.150603629214027,1014.42463335886,89.3985549662821,29.612877893246,29.0353567239918
4617,2019,12,0.00122532108522476,1017.0468373843,89.4192798251851,28.181749448262,22.440041144653
4617,2020,1,0.349194379237945,1015.46545491008,89.7883214701304,29.4567883288948,28.9703927159361
4617,2020,2,0.0159811551000489,1016.70461657029,84.5003153757476,29.7158452783772,28.1893114496769
4617,2020,3,2.11849292931951,1012.24347412333,89.6960200179499,31.9472436964831,27.2630122900407
4617,2020,4,1.61272102605151,1013.06287338015,87.3679210437128,32.5513171289949,31.117421759743
4617,2020,5,4.53448967987931,1009.23043727851,89.3063826421275,33.6665661843734,27.378701668273
4617,2020,6,3.08873992890045,1008.12754050183,93.2742236139649,32.1842425504916,31.0984677828127
4617,2020,7,4.36316575946693,1007.85695707804,93.3063565059743,32.1488580919648,26.8390246425765
4617,2020,8,9.4175547581454,1007.18157517928,95.995989043712,30.5298469884696,31.2159139188573
4617,2020,9,7.04941142843077,1009.04933909497,96.7678478660138,30.6587708576866,30.5951188294615
4617,2020,10,5.95272047546437,1010.13490439279,95.8496284630701,28.0696867341741,25.0459211828002
4617,2020,11,0.142469153884785,1014.87468716748,90.9601494239208,29.0755639928206,28.388041413839
4617,2020,12,0.00142681247404688,1016.07046821224,89.237838132701,27.5513503024693,22.5935834809508
4617,2021,1,0,1016.78980413915,89.1022928735729,26.5667197200711,25.4033463810349
4617,2021,2,1.71098266142304,1014.82092411886,89.8639481410789,29.3922360202614,28.1524877667277
